,asset,time,ReferenceRateUSD
2432,btc,2025-01-08 04:00:00+00:00,96490.6605122735
2433,btc,2025-01-08 05:00:00+00:00,96296.4451428989
2434,btc,2025-01-08 06:00:00+00:00,96499.11407218
2435,btc,2025-01-08 07:00:00+00:00,95741.3401803039
2436,btc,2025-01-08 08:00:00+00:00,95563.1526119229
2437,btc,2025-01-08 09:00:00+00:00,95917.2222296902
2438,btc,2025-01-08 10:00:00+00:00,95732.7285520164
2439,btc,2025-01-08 11:00:00+00:00,95753.7785125658
2440,btc,2025-01-08 12:00:00+00:00,95150.3392811222
2441,btc,2025-01-08 13:00:00+00:00,95023.8246703682
2442,btc,2025-01-08 14:00:00+00:00,95332.1990976037
2443,btc,2025-01-08 15:00:00+00:00,95263.957135301
2444,btc,2025-01-08 16:00:00+00:00,95101.1047273524
2445,btc,2025-01-08 17:00:00+00:00,94821.5030096435
2446,btc,2025-01-08 18:00:00+00:00,93613.556399474
2447,btc,2025-01-08 19:00:00+00:00,94347.5664421391
2448,btc,2025-01-08 20:00:00+00:00,94347.838386616
2449,btc,2025-01-08 21:00:00+00:00,94040.1615838691
2450,btc,2025-01-08 22:00:00+00:00,94306.3460131502
2451,btc,2025-01-08 23:00:00+00:00,94981.629310637
2452,btc,2025-01-09 00:00:00+00:00,95039.2809210988
2453,btc,2025-01-09 01:00:00+00:00,94963.1311829339
2454,btc,2025-01-09 02:00:00+00:00,95076.4540666277
2455,btc,2025-01-09 03:00:00+00:00,94517.0209868498
2456,btc,2025-01-09 04:00:00+00:00,94177.3393790181
2457,btc,2025-01-09 05:00:00+00:00,94210.329958796
2458,btc,2025-01-09 06:00:00+00:00,94406.2464599649
2459,btc,2025-01-09 07:00:00+00:00,94220.3523874927
2460,btc,2025-01-09 08:00:00+00:00,93548.8236876096
2461,btc,2025-01-09 09:00:00+00:00,93016.1991461134
2462,btc,2025-01-09 10:00:00+00:00,93472.3833392753
2463,btc,2025-01-09 11:00:00+00:00,93279.8944456458
2464,btc,2025-01-09 12:00:00+00:00,93475.8161627703
2465,btc,2025-01-09 13:00:00+00:00,93400.5187837522
2466,btc,2025-01-09 14:00:00+00:00,92375.4315195792
