,asset,time,ReferenceRateUSD
299,eth,2025-01-25 01:00:00+00:00,3287.67434073641
300,eth,2025-01-25 02:00:00+00:00,3297.41013880771
301,eth,2025-01-25 03:00:00+00:00,3298.38507071888
302,eth,2025-01-25 04:00:00+00:00,3312.48318790181
303,eth,2025-01-25 05:00:00+00:00,3305.53049006429
304,eth,2025-01-25 06:00:00+00:00,3297.40327673875
305,eth,2025-01-25 07:00:00+00:00,3289.1554924021
306,eth,2025-01-25 08:00:00+00:00,3290.73800584454
307,eth,2025-01-25 09:00:00+00:00,3289.95272530684
308,eth,2025-01-25 10:00:00+00:00,3286.51597837522
309,eth,2025-01-25 11:00:00+00:00,3287.13261046172
310,eth,2025-01-25 12:00:00+00:00,3300.79697223846
311,eth,2025-01-25 13:00:00+00:00,3301.30957188779
312,eth,2025-01-25 14:00:00+00:00,3305.00568205728
313,eth,2025-01-25 15:00:00+00:00,3307.18538194039
314,eth,2025-01-25 16:00:00+00:00,3335.02122764465
315,eth,2025-01-25 17:00:00+00:00,3338.27667416715
316,eth,2025-01-25 18:00:00+00:00,3338.23455844535
317,eth,2025-01-25 19:00:00+00:00,3339.98893921683
318,eth,2025-01-25 20:00:00+00:00,3339.32025073057
319,eth,2025-01-25 21:00:00+00:00,3342.89801841029
320,eth,2025-01-25 22:00:00+00:00,3337.59338953828
321,eth,2025-01-25 23:00:00+00:00,3336.6996779661
322,eth,2025-01-26 00:00:00+00:00,3323.46523758036
323,eth,2025-01-26 01:00:00+00:00,3320.91540210403
324,eth,2025-01-26 02:00:00+00:00,3330.0188722969
325,eth,2025-01-26 03:00:00+00:00,3323.46251373466
326,eth,2025-01-26 04:00:00+00:00,3336.30982612507
327,eth,2025-01-26 05:00:00+00:00,3351.91105523086
328,eth,2025-01-26 06:00:00+00:00,3342.27295382817
329,eth,2025-01-26 07:00:00+00:00,3342.98302133255
330,eth,2025-01-26 08:00:00+00:00,3337.64366393922
331,eth,2025-01-26 09:00:00+00:00,3330.7590698422
332,eth,2025-01-26 10:00:00+00:00,3305.16560081823
333,eth,2025-01-26 11:00:00+00:00,3301.88395762712
334,eth,2025-01-26 12:00:00+00:00,3309.94417445938
335,eth,2025-01-26 13:00:00+00:00,3304.25057510228
336,eth,2025-01-26 14:00:00+00:00,3305.21749766218
337,eth,2025-01-26 15:00:00+00:00,3305.87685973115
338,eth,2025-01-26 16:00:00+00:00,3314.81860081823
339,eth,2025-01-26 17:00:00+00:00,3315.65570426651
340,eth,2025-01-26 18:00:00+00:00,3330.42152016365
341,eth,2025-01-26 19:00:00+00:00,3338.40463880771
342,eth,2025-01-26 20:00:00+00:00,3335.64743424898
343,eth,2025-01-26 21:00:00+00:00,3334.20560870836
344,eth,2025-01-26 22:00:00+00:00,3305.7094628872
345,eth,2025-01-26 23:00:00+00:00,3298.71412711864
346,eth,2025-01-27 00:00:00+00:00,3241.02101870251
347,eth,2025-01-27 01:00:00+00:00,3223.6269585038
348,eth,2025-01-27 02:00:00+00:00,3203.54637492694
349,eth,2025-01-27 03:00:00+00:00,3174.15739859731
350,eth,2025-01-27 04:00:00+00:00,3183.19743804793
351,eth,2025-01-27 05:00:00+00:00,3161.10861981297
352,eth,2025-01-27 06:00:00+00:00,3138.75778345997
353,eth,2025-01-27 07:00:00+00:00,3099.26866686148
